TrackingNum,Vendor Name,District,Route,AssignedCourier,MasterCity,MasterPostalCode,LatestEventStatus,SignatureRequired,Weight(Lbs),Length(ft),Width(ft),Height(ft),Volume(ft),Head-Contractor,Director
NLA2139831679,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,0.569109,1,1,0,0.154444,Bugs Bunny,Luke Skywalker
NLA2139832378,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,0.090865,1,1,0,0.067716,Bugs Bunny,Luke Skywalker
NLA2139836480,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,0.41977,1,1,0,0.076087,Bugs Bunny,Luke Skywalker
NLA2139838011,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.911514,1,0,0,0.122624,James Bond,Luke Skywalker
NLA2139838184,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.100781,1,0,0,0.015628,James Bond,Luke Skywalker
NLA2139839927,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,0.135781,1,1,0,0.025732,Bugs Bunny,Luke Skywalker
NLA2139840818,Jupiter Shipping,M05,COR161-K0B,Don Draper,CURRAN,K0B 1C0,Assigned to Delivery Load,FALSE,0.529109,1,0,0,0.09854,Bugs Bunny,Luke Skywalker
NLA2139841985,Jupiter Shipping,M05,COR161-K0B,Don Draper,CURRAN,K0B 1C0,Assigned to Delivery Load,FALSE,0.125797,1,1,0,0.031195,Bugs Bunny,Luke Skywalker
NLA2139842022,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.301172,1,1,0,0.127315,Bugs Bunny,Luke Skywalker
NLA2139842673,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,3.395119,1,1,0,0.419766,James Bond,Luke Skywalker
NLA2139843651,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,0.260936,1,1,0,0.042493,Bugs Bunny,Luke Skywalker
NLA2139845984,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,0.826389,1,1,0,0.13687,James Bond,Luke Skywalker
NLA2139846439,Jupiter Shipping,M05,COR161-K0B,Don Draper,ALFRED,K0B 1A0,Assigned to Delivery Load,FALSE,0.300304,1,1,0,0.115802,Bugs Bunny,Luke Skywalker
NLA2139846815,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,1.431311,1,1,0,0.148233,Bugs Bunny,Luke Skywalker
NLA2139848797,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,0.458436,1,1,0,0.063713,James Bond,Luke Skywalker
NLA2139849009,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,1.002678,1,1,0,0.082475,James Bond,Luke Skywalker
NLA2139849125,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,0.560449,1,1,0,0.094139,James Bond,Luke Skywalker
NLA2139849401,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 5B8,Assigned to Delivery Load,FALSE,1.12725,1,1,0,0.170728,Bugs Bunny,Luke Skywalker
NLA2139849709,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,0.500925,1,1,0,0.12118,James Bond,Luke Skywalker
NLA2139849733,Jupiter Shipping,M05,COR161-K0B,Don Draper,ALFRED,K0B 1A0,Assigned to Delivery Load,FALSE,0.355345,1,0,0,0.076431,Bugs Bunny,Luke Skywalker
NLA2139849765,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.201184,1,1,0,0.11454,Bugs Bunny,Luke Skywalker
NLA2139849772,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,WILNO,K0J 2N0,Assigned to Delivery Load,FALSE,1.873929,1,1,0,0.301942,Bugs Bunny,Luke Skywalker
NLA2139849802,Jupiter Shipping,M05,RNF07-K0J,Hercule Poirot,KILLALOE,K0J 2A0,Assigned to Delivery Load,FALSE,0.16,1,1,0,0.008746,Bugs Bunny,Luke Skywalker
NLA2139849887,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,1.324166,1,1,0,0.141223,James Bond,Luke Skywalker
NLA2139849943,Jupiter Shipping,M05,COR161-K0B,Don Draper,ALFRED,K0B 1A0,Assigned to Delivery Load,FALSE,2.418499,1,1,0,0.157557,Bugs Bunny,Luke Skywalker
NLA2139850222,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,0.431363,1,1,0,0.048967,Bugs Bunny,Luke Skywalker
NLA2139851017,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,0.082986,1,1,0,0.088546,Bugs Bunny,Luke Skywalker
NLA2139851217,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,KEARNEY,P0A 1M0,Assigned to Delivery Load,FALSE,0.592815,1,0,0,0.122561,James Bond,Luke Skywalker
NLA2139852036,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,0.34962,1,1,0,0.047805,James Bond,Luke Skywalker
NLA2139852835,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2X1,Assigned to Delivery Load,FALSE,1.741652,1,1,0,0.301942,Bugs Bunny,Luke Skywalker
NLA2139853140,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,0.320145,1,1,0,0.056917,Bugs Bunny,Luke Skywalker
NLA2139853836,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,0.191851,1,1,0,0.025726,Bugs Bunny,Luke Skywalker
NLA2139854459,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.681704,1,1,0,0.03643,Bugs Bunny,Luke Skywalker
NLA2139858948,Jupiter Shipping,M05,COR161-K0B,Don Draper,ALFRED,K0B 1A0,Assigned to Delivery Load,FALSE,0.871202,1,1,0,0.073588,Bugs Bunny,Luke Skywalker
NLA2139859448,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,1.94552,1,1,0,0.241885,James Bond,Luke Skywalker
NLA2139859746,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,0.150641,1,1,0,0.039179,James Bond,Luke Skywalker
NLA2139863622,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,2.165982,1,1,0,0.185577,Bugs Bunny,Luke Skywalker
NLA2139863896,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.293438,1,1,0,0.099718,Bugs Bunny,Luke Skywalker
NLA2139864357,Jupiter Shipping,M05,RNF41-K7V,Daenerys Targaryen,HORTON,K7V 3Z6,Assigned to Delivery Load,FALSE,0.798721,1,1,0,0.059992,Bugs Bunny,Luke Skywalker
NLA2139864367,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,0.248543,1,1,0,0.08007,Bugs Bunny,Luke Skywalker
NLA2139867300,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,0.82132,1,0,0,0.040202,Bugs Bunny,Luke Skywalker
NLA2139870821,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,CALABOGIE,K0J 1H0,Assigned to Delivery Load,FALSE,0.126674,1,1,0,0.051272,Bugs Bunny,Luke Skywalker
NLA2139876838,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.457965,1,1,0,0.127315,Bugs Bunny,Luke Skywalker
NLA2139877472,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4S4,Assigned to Delivery Load,FALSE,0.355198,1,0,0,0.072544,Bugs Bunny,Luke Skywalker
NLA2139880078,Jupiter Shipping,M05,COR171-K0B,Don Draper,DALKEITH,K0B 1E0,Assigned to Delivery Load,FALSE,1.433005,1,1,0,0.20616,Bugs Bunny,Luke Skywalker
NLA2139880807,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 3C5,Assigned to Delivery Load,FALSE,0.545952,1,1,0,0.115981,Bugs Bunny,Luke Skywalker
NLA2139884055,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.176691,1,1,0,0.126064,Bugs Bunny,Luke Skywalker
NLA2139884210,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 2H7,Assigned to Delivery Load,FALSE,0.787367,1,1,0,0.152924,Bugs Bunny,Luke Skywalker
NLA2139884888,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.42,1,1,0,0.019867,Bugs Bunny,Luke Skywalker
NLA2139887710,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,2.671961,1,1,0,0.096309,James Bond,Luke Skywalker
NLA2139888149,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,0.18745,1,1,0,0.029881,James Bond,Luke Skywalker
NLA2139888841,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 2W3,Assigned to Delivery Load,FALSE,1.080265,1,1,0,0.044632,Bugs Bunny,Luke Skywalker
NLA2139889067,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 1N5,Assigned to Delivery Load,FALSE,0.579325,1,1,0,0.159617,Bugs Bunny,Luke Skywalker
NLA2139889497,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,1.25098,1,1,0,0.09193,Bugs Bunny,Luke Skywalker
NLA2139892784,Jupiter Shipping,M05,RNF07-K0J,Hercule Poirot,GOLDEN LAKE,K0J 1X0,Assigned to Delivery Load,FALSE,0.859803,1,1,0,0.086518,Bugs Bunny,Luke Skywalker
NLA2139906637,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,1.56951,1,1,0,0.243629,James Bond,Luke Skywalker
NLA2139907641,Jupiter Shipping,M05,RNF50-K7S,Hercule Poirot,ARNPRIOR,K7S 1P1,Assigned to Delivery Load,FALSE,0.529109,1,1,0,0.039983,Bugs Bunny,Luke Skywalker
NLA2139908060,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 3C8,Assigned to Delivery Load,FALSE,0.203471,1,1,0,0.109701,Bugs Bunny,Luke Skywalker
NLA2139908303,Jupiter Shipping,M05,RNF50-K7S,Hercule Poirot,ARNPRIOR,K7S 1P1,Assigned to Delivery Load,FALSE,0.617103,1,1,0,0.082713,Bugs Bunny,Luke Skywalker
NLA2139909182,Jupiter Shipping,M05,RNF41-K7V,Daenerys Targaryen,RENFREW,K7V 3Z8,Assigned to Delivery Load,FALSE,1.396375,1,1,0,0.174824,Bugs Bunny,Luke Skywalker
NLA2139911069,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,2.733732,1,1,0,0.214915,Bugs Bunny,Luke Skywalker
NLA2139911169,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,2.226669,2,1,0,0.52708,James Bond,Luke Skywalker
NLA2139914423,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,0.782278,1,1,1,0.462684,James Bond,Luke Skywalker
NLA2139915107,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,0.837757,1,1,0,0.092829,James Bond,Luke Skywalker
NLA2139694751,Jupiter Shipping,M05,RNF07-K0J,Hercule Poirot,GOLDEN LAKE,K0J 1X0,Assigned to Delivery Load,FALSE,1.057012,1,0,0,0.028494,Bugs Bunny,Luke Skywalker
NLA2139763121,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,1.807791,1,1,0,0.24103,James Bond,Luke Skywalker
NLA2139786639,Jupiter Shipping,M05,COR161-K0B,Don Draper,CURRAN,K0B 1C0,Assigned to Delivery Load,FALSE,0.290304,1,0,0,0.06523,Bugs Bunny,Luke Skywalker
NLA2139788886,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,1.675513,2,1,1,0.985854,Bugs Bunny,Luke Skywalker
NLA2139794864,Jupiter Shipping,M05,RNF07-K0J,Hercule Poirot,KILLALOE,K0J 2A0,Assigned to Delivery Load,FALSE,1.254303,1,1,0,0.080752,Bugs Bunny,Luke Skywalker
NLA2139797233,Jupiter Shipping,M05,RNF08-K0J,Hercule Poirot,PALMER RAPIDS,K0J 2E0,Assigned to Delivery Load,FALSE,0.917144,1,1,0,0.109214,Bugs Bunny,Luke Skywalker
NLA2139800381,Jupiter Shipping,M05,COR161-K0B,Don Draper,CURRAN,K0B 1C0,Assigned to Delivery Load,FALSE,0.190073,1,1,0,0.085075,Bugs Bunny,Luke Skywalker
NLA2139802535,Jupiter Shipping,M05,RNF07-K0J,Hercule Poirot,KILLALOE,K0J 2A0,Assigned to Delivery Load,FALSE,0.240779,1,1,0,0.070572,Bugs Bunny,Luke Skywalker
NLA2139803646,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,1.375,1,0,0,0.121866,Bugs Bunny,Luke Skywalker
NLA2139803841,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,0.651113,1,1,0,0.083476,Bugs Bunny,Luke Skywalker
NLA2139805256,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.41689,1,1,0,0.114359,James Bond,Luke Skywalker
NLA2139806943,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,CALABOGIE,K0J 1H0,Assigned to Delivery Load,FALSE,0.151971,1,1,0,0.066736,Bugs Bunny,Luke Skywalker
NLA2139807820,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,1.543236,1,1,0,0.184107,James Bond,Luke Skywalker
NLA2139808951,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,3.697174,1,0,0,0.049328,Bugs Bunny,Luke Skywalker
NLA2139809055,Jupiter Shipping,M05,RNF07-K0J,Hercule Poirot,KILLALOE,K0J 2A0,Assigned to Delivery Load,FALSE,0.335578,1,1,0,0.082713,Bugs Bunny,Luke Skywalker
NLA2139809218,Jupiter Shipping,M05,COR161-K0B,Don Draper,RR # 3 ALFRED,K0B 1A0,Assigned to Delivery Load,FALSE,0.719182,1,1,0,0.106799,Bugs Bunny,Luke Skywalker
NLA2139809289,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.309003,1,1,0,0.115802,James Bond,Luke Skywalker
NLA2139809343,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,KEARNEY,P0A 1M0,Assigned to Delivery Load,FALSE,2.51327,1,1,0,0.117159,James Bond,Luke Skywalker
NLA2139812161,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,2.26,1,1,0,0.114177,Bugs Bunny,Luke Skywalker
NLA2139813649,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,1.321044,1,1,0,0.126064,Bugs Bunny,Luke Skywalker
NLA2139816044,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,2.976241,1,1,0,0.214915,James Bond,Luke Skywalker
NLA2139818348,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.05,1,1,0,0.008746,James Bond,Luke Skywalker
NLA2139819182,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,0.664226,1,1,0,0.162695,James Bond,Luke Skywalker
NLA2139819847,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,0.903895,1,1,0,0.056763,James Bond,Luke Skywalker
NLA2139826118,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.341155,1,1,0,0.124471,James Bond,Luke Skywalker
NLA2139828554,Jupiter Shipping,M05,COR161-K0B,Don Draper,ALFRED,K0B 1A0,Assigned to Delivery Load,FALSE,1.492507,1,1,0,0.17816,Bugs Bunny,Luke Skywalker
NLA2139830277,Jupiter Shipping,M05,RNF08-K0J,Hercule Poirot,COMBERMERE,K0J 1L0,Assigned to Delivery Load,FALSE,1.109301,1,1,0,0.149031,Bugs Bunny,Luke Skywalker
NLA2139830566,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,0.180779,1,1,0,0.09603,Bugs Bunny,Luke Skywalker
NLA2139831224,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,0.157115,1,1,0,0.023793,Bugs Bunny,Luke Skywalker
NLA2139833769,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,GRIFFITH,K0J 2R0,Assigned to Delivery Load,FALSE,0.083912,1,1,0,0.033647,Bugs Bunny,Luke Skywalker
NLA2139836652,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,BURNSTOWN,K0J 1G0,Assigned to Delivery Load,FALSE,0.573202,1,1,0,0.053665,Bugs Bunny,Luke Skywalker
NLA2139839876,Jupiter Shipping,M05,RNF07-K0J,Hercule Poirot,KILLALOE,K0J 2A0,Assigned to Delivery Load,FALSE,0.423933,1,1,0,0.160766,Bugs Bunny,Luke Skywalker
NLA2139843336,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,0.138883,1,1,0,0.021852,Bugs Bunny,Luke Skywalker
NLA2139844649,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,DACRE,K0J 1N0,Assigned to Delivery Load,FALSE,1.376234,1,1,0,0.130432,Bugs Bunny,Luke Skywalker
NLA2139845077,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,GRIFFITH,K0J 2R0,Assigned to Delivery Load,FALSE,0.083068,1,1,0,0.020526,Bugs Bunny,Luke Skywalker
NLA2139847145,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,1.184427,1,1,0,0.29848,James Bond,Luke Skywalker
NLA2139847273,Jupiter Shipping,M05,COR161-K0B,Don Draper,ALFRED,K0B 1A0,Assigned to Delivery Load,FALSE,0.380432,1,1,0,0.051143,Bugs Bunny,Luke Skywalker
NLA2139847513,Jupiter Shipping,M05,COR161-K0B,Don Draper,RR # 3 ALFRED,K0B 1A0,Assigned to Delivery Load,FALSE,3.984154,1,1,0,0.077829,Bugs Bunny,Luke Skywalker
NLA2139848355,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 3E3,Assigned to Delivery Load,FALSE,0.167968,1,1,0,0.029881,Bugs Bunny,Luke Skywalker
NLA2139848512,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.293083,1,1,0,0.04371,Bugs Bunny,Luke Skywalker
NLA2139849228,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.500925,1,1,0,0.1293,Bugs Bunny,Luke Skywalker
NLA2139849473,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.350535,1,1,0,0.098011,James Bond,Luke Skywalker
NLA2139849586,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,1.282669,1,0,0,0.044696,James Bond,Luke Skywalker
NLA2139849831,Jupiter Shipping,M05,RNF08-K0J,Hercule Poirot,COMBERMERE,K0J 1L0,Assigned to Delivery Load,FALSE,0.188128,1,1,0,0.039179,Bugs Bunny,Luke Skywalker
NLA2139850022,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,0.320145,1,1,0,0.054115,James Bond,Luke Skywalker
NLA2139850373,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.11176,1,1,0,0.041594,James Bond,Luke Skywalker
NLA2139850647,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,0.724594,1,1,0,0.098653,Bugs Bunny,Luke Skywalker
NLA2139851093,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,0.460766,1,0,0,0.11966,Bugs Bunny,Luke Skywalker
NLA2139861255,Jupiter Shipping,M05,MUS06-P0A,Optimus Prime,DWIGHT,P0A 1H0,Assigned to Delivery Load,FALSE,1.389432,1,1,0,0.277505,James Bond,Luke Skywalker
NLA2139863835,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,GRIFFITH,K0J 2R0,Assigned to Delivery Load,FALSE,0.500766,1,1,0,0.106799,Bugs Bunny,Luke Skywalker
NLA2139864418,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2T1,Assigned to Delivery Load,FALSE,0.209914,1,1,0,0.062667,Bugs Bunny,Luke Skywalker
NLA2139864519,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,1.223566,1,1,0,0.103274,Bugs Bunny,Luke Skywalker
NLA2139865917,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2L3,Assigned to Delivery Load,FALSE,0.229571,1,1,0,0.042493,Bugs Bunny,Luke Skywalker
NLA2139866330,Jupiter Shipping,M05,RNF50-K7S,Hercule Poirot,ARNPRIOR,K7S 0H1,Assigned to Delivery Load,FALSE,1.160107,1,1,0,0.087398,Bugs Bunny,Luke Skywalker
NLA2139866661,Jupiter Shipping,M05,MUS06-P0A,Optimus Prime,DORSET,P0A 1E0,Assigned to Delivery Load,FALSE,1.33602,1,1,0,0.134778,James Bond,Luke Skywalker
NLA2139866811,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,0.670997,1,1,0,0.214264,James Bond,Luke Skywalker
NLA2139866945,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,1.059717,1,0,0,0.065828,Bugs Bunny,Luke Skywalker
NLA2139867117,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,0.164693,1,1,0,0.017548,Bugs Bunny,Luke Skywalker
NLA2139867461,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4S5,Assigned to Delivery Load,FALSE,0.38745,1,1,0,0.075142,Bugs Bunny,Luke Skywalker
NLA2139868057,Jupiter Shipping,M05,COR161-K0B,Don Draper,CURRAN,K0B 1C0,Assigned to Delivery Load,FALSE,0.502919,1,1,0,0.080312,Bugs Bunny,Luke Skywalker
NLA2139868422,Jupiter Shipping,M05,MUS06-P0A,Optimus Prime,DORSET,P0A 1E0,Assigned to Delivery Load,FALSE,0.372655,1,1,0,0.131082,James Bond,Luke Skywalker
NLA2139868953,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4S5,Assigned to Delivery Load,FALSE,1.412409,1,1,0,0.077755,Bugs Bunny,Luke Skywalker
NLA2139878892,Jupiter Shipping,M05,RNF50-K7S,Hercule Poirot,ARNPRIOR,K7S 3G9,Assigned to Delivery Load,FALSE,0.24665,1,0,0,0.121633,Bugs Bunny,Luke Skywalker
NLA2139893147,Jupiter Shipping,M05,MUS60-P2A,Tyrion Lannister,PARRY SOUND,P2A 2X7,Assigned to Delivery Load,FALSE,0.127044,1,1,0,0.063206,James Bond,Luke Skywalker
NLA2139901179,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4M3,Assigned to Delivery Load,FALSE,1.363227,1,1,0,0.242752,Bugs Bunny,Luke Skywalker
NLA2139907775,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 3C7,Assigned to Delivery Load,FALSE,1.046636,1,1,0,0.158243,Bugs Bunny,Luke Skywalker
NLA2139908810,Jupiter Shipping,M05,RNF41-K7V,Daenerys Targaryen,RENFREW,K7V 3Z4,Assigned to Delivery Load,FALSE,1.190496,1,1,0,0.087396,Bugs Bunny,Luke Skywalker
NLA2139910689,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,0.938255,1,1,0,0.041594,Bugs Bunny,Luke Skywalker
NLA2139782449,Jupiter Shipping,M05,RNF08-K0J,Hercule Poirot,PALMER RAPIDS,K0J 2E0,Assigned to Delivery Load,FALSE,13.05,3,1,1,1.778423,Bugs Bunny,Luke Skywalker
