TrackingNum,Vendor Name,District,Route,AssignedCourier,MasterCity,MasterPostalCode,LatestEventStatus,SignatureRequired,Weight(Lbs),Length(ft),Width(ft),Height(ft),Volume(ft),Head-Contractor,Director
MKS6271215345,Venus Logistics,M08,NIA20-L3M,Katniss Everdeen,GRIMSBY,L3M 0B9,Assigned to Delivery Load,FALSE,0.374785,0,0,1,0.084543,Mickey Mouse,Princess Leia
NLA2139524342,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2R2,Returning to Seller,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139451369,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139730118,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,3.439211,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139746462,Jupiter Shipping,M05,RNF08-K0J,Hercule Poirot,PALMER RAPIDS,K0J 2E0,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139565213,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139590977,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2A3,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139695633,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2W7,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139747579,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139638668,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139787090,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,CALABOGIE,K0J 1H0,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2301265848,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139849918,Jupiter Shipping,M05,RNF50-K7S,Hercule Poirot,ARNPRIOR,K7S 3G9,Delivered,FALSE,,,,,,Bugs Bunny,Luke Skywalker
NLA2139761111,Jupiter Shipping,M05,MUS20-P1P,Tyrion Lannister,GRAVENHURST,P1P 1R1,Assigned to Delivery Load,FALSE,22.77,2,1,1,1.717951,James Bond,Luke Skywalker
NLA2139811036,Jupiter Shipping,M05,RNF08-K0J,Hercule Poirot,PALMER RAPIDS,K0J 2E0,Assigned to Delivery Load,FALSE,7.4,1,1,1,1.404215,Bugs Bunny,Luke Skywalker
NLA2139825802,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,3.306934,1,1,1,1.019805,Bugs Bunny,Luke Skywalker
NLA2139829248,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.639341,1,1,0,0.302018,James Bond,Luke Skywalker
NLA2139831601,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,5.224956,2,1,1,1.005162,James Bond,Luke Skywalker
NLA2139848177,Jupiter Shipping,M05,COR161-K0B,Don Draper,LEFAIVRE,K0B 1J0,Assigned to Delivery Load,FALSE,4.409245,1,1,1,0.504555,Bugs Bunny,Luke Skywalker
NLA2139851203,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,2.292808,2,1,0,0.979709,James Bond,Luke Skywalker
NLA2139883659,Jupiter Shipping,M05,MUS06-P0A,Optimus Prime,DWIGHT,P0A 1H0,Assigned to Delivery Load,FALSE,1.499143,1,1,1,0.44388,James Bond,Luke Skywalker
NLA2139889086,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,1.366866,1,1,1,0.322399,James Bond,Luke Skywalker
NLA2139889199,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 3A4,Assigned to Delivery Load,FALSE,1.388912,2,1,0,0.3632,Bugs Bunny,Luke Skywalker
NLA2139889630,Jupiter Shipping,M05,RNF08-K0J,Hercule Poirot,COMBERMERE,K0J 1L0,Assigned to Delivery Load,FALSE,0.903895,2,1,0,0.3632,Bugs Bunny,Luke Skywalker
NLA2139889962,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,1.16845,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139890043,Jupiter Shipping,M05,MUS06-P0A,Optimus Prime,DWIGHT,P0A 1H0,Assigned to Delivery Load,FALSE,1.366866,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139890536,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 3P3,Assigned to Delivery Load,FALSE,4.409245,1,1,1,0.57635,Bugs Bunny,Luke Skywalker
NLA2139891445,Jupiter Shipping,M05,MUS60-P2A,Tyrion Lannister,MCDOUGALL,P2A 0B3,Assigned to Delivery Load,FALSE,0.99208,1,1,1,0.322399,James Bond,Luke Skywalker
NLA2139904790,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 0E8,Assigned to Delivery Load,FALSE,3.85809,2,1,0,0.769855,Bugs Bunny,Luke Skywalker
NLA2139905205,Jupiter Shipping,M05,MUS40-P1H,Optimus Prime,HUNTSVILLE,P1H 2J2,Assigned to Delivery Load,FALSE,5.48951,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139905919,Jupiter Shipping,M05,RNF40-K7V,Daenerys Targaryen,RENFREW,K7V 1R3,Assigned to Delivery Load,FALSE,13.822984,1,1,1,0.664483,Bugs Bunny,Luke Skywalker
NLA2139906693,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,3.108518,2,1,1,1.00529,James Bond,Luke Skywalker
NLA2139906910,Jupiter Shipping,M05,RNF30-K8H,Hercule Poirot,PETAWAWA,K8H 2S3,Assigned to Delivery Load,FALSE,7.407532,2,1,0,0.711774,Bugs Bunny,Luke Skywalker
NLA2139907235,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 3C9,Assigned to Delivery Load,FALSE,9.66,2,1,1,1.418622,Bugs Bunny,Luke Skywalker
NLA2139907838,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4S4,Assigned to Delivery Load,FALSE,1.410958,1,1,0,0.214933,Bugs Bunny,Luke Skywalker
NLA2139908159,Jupiter Shipping,M05,RNF03-K0J,Hercule Poirot,DEEP RIVER,K0J 1P0,Assigned to Delivery Load,FALSE,2.292808,1,1,0,0.214933,Bugs Bunny,Luke Skywalker
NLA2139908742,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 3C3,Assigned to Delivery Load,FALSE,2.270761,1,1,1,0.57635,Bugs Bunny,Luke Skywalker
NLA2139908751,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 1P2,Assigned to Delivery Load,FALSE,10.582189,1,1,0,0.341296,Bugs Bunny,Luke Skywalker
NLA2139909004,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,2.281784,3,1,1,0.787812,James Bond,Luke Skywalker
NLA2139909253,Jupiter Shipping,M05,RNF08-K0J,Hercule Poirot,COMBERMERE,K0J 1L0,Assigned to Delivery Load,FALSE,5.445418,1,1,1,0.664483,Bugs Bunny,Luke Skywalker
NLA2139910452,Jupiter Shipping,M05,MUS05-P0A,Optimus Prime,DUNCHURCH,P0A 1G0,Assigned to Delivery Load,FALSE,1.940068,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139911664,Jupiter Shipping,M05,RNF30-K8H,Hercule Poirot,PETAWAWA,K8H 0B7,Assigned to Delivery Load,FALSE,6.613868,2,1,0,0.570177,Bugs Bunny,Luke Skywalker
NLA2139911794,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 0B5,Assigned to Delivery Load,FALSE,1.543236,1,1,0,0.633911,Bugs Bunny,Luke Skywalker
NLA2139912104,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,9.215323,1,1,1,0.806615,Bugs Bunny,Luke Skywalker
NLA2139912551,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4S7,Assigned to Delivery Load,FALSE,1.587328,1,1,0,0.633911,Bugs Bunny,Luke Skywalker
NLA2139913100,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2R2,Assigned to Delivery Load,FALSE,5.820204,1,1,0,0.480324,Bugs Bunny,Luke Skywalker
NLA2139913272,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,16.226022,2,1,0,0.994661,Bugs Bunny,Luke Skywalker
NLA2139913283,Jupiter Shipping,M05,RNF50-K7S,Hercule Poirot,ARNPRIOR,K7S 0B9,Assigned to Delivery Load,FALSE,1.631421,1,1,1,0.70088,Bugs Bunny,Luke Skywalker
NLA2139914254,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,MAGNETAWAN,P0A 1P0,Assigned to Delivery Load,FALSE,3.791951,1,1,0,0.280328,James Bond,Luke Skywalker
NLA2139915658,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SOUTH RIVER,P0A 1X0,Assigned to Delivery Load,FALSE,10.582189,2,1,0,0.807423,James Bond,Luke Skywalker
NLA2139915859,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 3P2,Assigned to Delivery Load,FALSE,2.700663,2,1,0,0.994661,Bugs Bunny,Luke Skywalker
NLA2139916298,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,9.568062,1,1,1,0.806615,James Bond,Luke Skywalker
NLA2139916982,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,MAGNETAWAN,P0A 1P0,Assigned to Delivery Load,FALSE,2.182576,1,1,1,0.528354,James Bond,Luke Skywalker
NLA2139917102,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,2.777825,1,1,1,0.919978,Bugs Bunny,Luke Skywalker
NLA2139917491,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,BARRY'S BAY,K0J 1B0,Assigned to Delivery Load,FALSE,15.388266,2,1,1,2.08208,Bugs Bunny,Luke Skywalker
NLA2139917600,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,NOVAR,P0A 1R0,Assigned to Delivery Load,FALSE,3.990367,2,1,0,0.711774,James Bond,Luke Skywalker
NLA2139918208,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,4.210829,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139918600,Jupiter Shipping,M05,RNF02-K0J,Hercule Poirot,WILNO,K0J 2N0,Assigned to Delivery Load,FALSE,0.374786,1,1,0,0.184107,Bugs Bunny,Luke Skywalker
NLA2139919032,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4S7,Assigned to Delivery Load,FALSE,18.51,1,1,1,0.945353,Bugs Bunny,Luke Skywalker
NLA2139919261,Jupiter Shipping,M05,RNF06-K0J,Hercule Poirot,HALEY STATION,K0J 1Y0,Assigned to Delivery Load,FALSE,5.357233,1,1,0,0.454551,Bugs Bunny,Luke Skywalker
NLA2139919533,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,2.358946,2,1,0,0.3632,Bugs Bunny,Luke Skywalker
NLA2139919593,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 1X1,Assigned to Delivery Load,FALSE,6.569775,2,1,1,1.58063,Bugs Bunny,Luke Skywalker
NLA2139919866,Jupiter Shipping,M05,MUS20-P1P,Tyrion Lannister,GRAVENHURST,P1P 1M1,Assigned to Delivery Load,FALSE,6.768191,1,1,1,0.919978,James Bond,Luke Skywalker
NLA2139920158,Jupiter Shipping,M05,MUS40-P1H,Optimus Prime,HUNTSVILLE,P1H 2J6,Assigned to Delivery Load,FALSE,9.215323,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139920226,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,13.84503,2,1,1,1.234313,Bugs Bunny,Luke Skywalker
NLA2139920645,Jupiter Shipping,M05,MUS10-P1L,Huckleberry Finn,BRACEBRIDGE,P1L 1J6,Assigned to Delivery Load,FALSE,2.248715,1,1,0,0.114717,James Bond,Luke Skywalker
NLA2139921365,Jupiter Shipping,M05,MUS10-P1L,Huckleberry Finn,BRACEBRIDGE,P1L 1H5,Assigned to Delivery Load,FALSE,1.587328,1,1,1,0.322399,James Bond,Luke Skywalker
NLA2139921515,Jupiter Shipping,M05,MUS05-P0A,Optimus Prime,DUNCHURCH,P0A 1G0,Assigned to Delivery Load,FALSE,3.703766,2,1,1,1.00529,James Bond,Luke Skywalker
NLA2139921579,Jupiter Shipping,M05,MUS20-P1P,Tyrion Lannister,GRAVENHURST,P1P 1W9,Assigned to Delivery Load,FALSE,12.257702,1,1,1,1.168176,James Bond,Luke Skywalker
NLA2139922015,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,8.090965,1,1,1,0.639411,James Bond,Luke Skywalker
NLA2139922170,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,2.799871,2,1,0,0.711774,James Bond,Luke Skywalker
NLA2139922337,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 6L5,Assigned to Delivery Load,FALSE,8.35552,1,1,1,0.919978,Bugs Bunny,Luke Skywalker
NLA2139922373,Jupiter Shipping,M05,MUS60-P2A,Tyrion Lannister,PARRY SOUND,P2A 2P6,Assigned to Delivery Load,FALSE,1.102311,1,1,0,0.184107,James Bond,Luke Skywalker
NLA2139922552,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,6.746145,1,1,1,0.639411,James Bond,Luke Skywalker
NLA2139922580,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 6Y7,Assigned to Delivery Load,FALSE,4.717892,1,1,1,1.168176,Bugs Bunny,Luke Skywalker
NLA2139922840,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,CALABOGIE,K0J 1H0,Assigned to Delivery Load,FALSE,12.434072,1,1,1,0.806615,Bugs Bunny,Luke Skywalker
NLA2139922853,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,4.629708,1,1,1,0.806615,James Bond,Luke Skywalker
NLA2139922933,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,18.34246,1,1,1,1.019805,Bugs Bunny,Luke Skywalker
NLA2139923967,Jupiter Shipping,M05,RNF07-K0J,Hercule Poirot,GOLDEN LAKE,K0J 1X0,Assigned to Delivery Load,FALSE,20.017973,1,1,1,0.806615,Bugs Bunny,Luke Skywalker
NLA2139924098,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2W9,Assigned to Delivery Load,FALSE,5.423372,1,1,1,0.57635,Bugs Bunny,Luke Skywalker
NLA2139924138,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 8K5,Assigned to Delivery Load,FALSE,4.651754,2,1,1,1.234313,Bugs Bunny,Luke Skywalker
NLA2139924612,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,KEARNEY,P0A 1M0,Assigned to Delivery Load,FALSE,6.613868,2,1,0,0.711774,James Bond,Luke Skywalker
NLA2139924771,Jupiter Shipping,M05,MUS60-P2A,Tyrion Lannister,MCDOUGALL,P2A 2W9,Assigned to Delivery Load,FALSE,3.086472,2,1,0,0.711774,James Bond,Luke Skywalker
NLA2139925368,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,8.201196,1,1,0,0.454551,Bugs Bunny,Luke Skywalker
NLA2139926052,Jupiter Shipping,M05,COR171-K0B,Don Draper,CHUTE-A-BLONDEAU,K0B 1B0,Assigned to Delivery Load,FALSE,2.094391,1,1,0,0.214933,Bugs Bunny,Luke Skywalker
NLA2139926391,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,BURK'S FALLS,P0A 1C0,Assigned to Delivery Load,FALSE,0.749572,2,1,0,0.3632,James Bond,Luke Skywalker
NLA2139926477,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,MAGNETAWAN,P0A 1P0,Assigned to Delivery Load,FALSE,5.62486,2,1,0,0.403,James Bond,Luke Skywalker
NLA2139926736,Jupiter Shipping,M05,RNF03-K0J,Hercule Poirot,CHALK RIVER,K0J 1J0,Assigned to Delivery Load,FALSE,7.583902,2,1,0,1.058209,Bugs Bunny,Luke Skywalker
NLA2139927011,Jupiter Shipping,M05,RNF40-K7V,Daenerys Targaryen,RENFREW,K7V 4K4,Assigned to Delivery Load,FALSE,8.697236,1,1,1,1.404215,Bugs Bunny,Luke Skywalker
NLA2139927058,Jupiter Shipping,M05,MUS40-P1H,Optimus Prime,HUNTSVILLE,P1H 2J2,Assigned to Delivery Load,FALSE,5.732019,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139927240,Jupiter Shipping,M05,MUS60-P2A,Tyrion Lannister,MCDOUGALL,P2A 2W7,Assigned to Delivery Load,FALSE,8.598028,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139928031,Jupiter Shipping,M05,MUS40-P1H,Optimus Prime,HUNTSVILLE,P1H 0G3,Assigned to Delivery Load,FALSE,2.072345,2,1,0,0.526877,James Bond,Luke Skywalker
NLA2139929475,Jupiter Shipping,M05,RNF40-K7V,Daenerys Targaryen,RENFREW,K7V 1G8,Assigned to Delivery Load,FALSE,2.645547,2,1,0,0.570177,Bugs Bunny,Luke Skywalker
NLA2139929609,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,KATRINE,P0A 1L0,Assigned to Delivery Load,FALSE,4.585615,2,1,1,1.685185,James Bond,Luke Skywalker
NLA2139705466,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4S7,Assigned to Delivery Load,FALSE,1.410958,1,1,1,0.44388,Bugs Bunny,Luke Skywalker
NLA2139756603,Jupiter Shipping,M05,COR161-K0B,Don Draper,PLANTAGENET,K0B 1L0,Assigned to Delivery Load,FALSE,12.919705,1,1,1,1.019805,Bugs Bunny,Luke Skywalker
NLA2139759468,Jupiter Shipping,M05,MUS60-P2A,Tyrion Lannister,PARRY SOUND,P2A 2G3,Assigned to Delivery Load,FALSE,0.727525,2,1,0,0.362938,James Bond,Luke Skywalker
NLA2139772920,Jupiter Shipping,M05,RNF41-K7V,Daenerys Targaryen,RENFREW,K7V 3Z8,Assigned to Delivery Load,FALSE,4.03,1,1,1,1.404215,Bugs Bunny,Luke Skywalker
NLA2139783746,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,DACRE,K0J 1N0,Assigned to Delivery Load,FALSE,2.623501,1,1,1,0.596167,Bugs Bunny,Luke Skywalker
NLA2139840293,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2R2,Assigned to Delivery Load,FALSE,6.591822,2,1,1,1.00529,Bugs Bunny,Luke Skywalker
NLA2139842293,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,2.821917,1,1,1,0.639411,James Bond,Luke Skywalker
NLA2139854021,Jupiter Shipping,M05,RNF04-K0J,Hercule Poirot,CALABOGIE,K0J 1H0,Assigned to Delivery Load,FALSE,1.433005,1,1,0,0.492366,Bugs Bunny,Luke Skywalker
NLA2139859905,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,4.784031,1,1,1,0.892519,James Bond,Luke Skywalker
NLA2139871852,Jupiter Shipping,M05,RNF41-K7V,Daenerys Targaryen,RENFREW,K7V 3Z8,Assigned to Delivery Load,FALSE,5.66588,1,1,1,0.904778,Bugs Bunny,Luke Skywalker
NLA2139872290,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 4S5,Assigned to Delivery Load,FALSE,0.705479,1,1,1,0.44388,Bugs Bunny,Luke Skywalker
NLA2139872508,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 8M2,Assigned to Delivery Load,FALSE,6.239082,1,1,1,0.892519,Bugs Bunny,Luke Skywalker
NLA2139875618,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,STRONG,P0A 1Z0,Assigned to Delivery Load,FALSE,2.63675,1,1,0,0.430366,James Bond,Luke Skywalker
NLA2139876416,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 2E5,Assigned to Delivery Load,FALSE,4.49743,2,1,1,1.00529,Bugs Bunny,Luke Skywalker
NLA2139877040,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,9.479877,1,1,1,0.892519,Bugs Bunny,Luke Skywalker
NLA2139889375,Jupiter Shipping,M05,RNF30-K8H,Hercule Poirot,PETAWAWA,K8H 2N4,Assigned to Delivery Load,FALSE,6.05,1,1,1,1.404215,Bugs Bunny,Luke Skywalker
NLA2139889494,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,0.716502,1,1,0,0.184107,James Bond,Luke Skywalker
NLA2139889513,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,18.210183,2,1,0,0.466515,Bugs Bunny,Luke Skywalker
NLA2139896100,Jupiter Shipping,M05,MUS02-P0A,Optimus Prime,EMSDALE,P0A 1J0,Assigned to Delivery Load,FALSE,3.527396,2,1,0,0.769855,James Bond,Luke Skywalker
NLA2139896880,Jupiter Shipping,M05,MUS03-P0A,Optimus Prime,MAGNETAWAN,P0A 1P0,Assigned to Delivery Load,FALSE,3.130564,1,1,1,1.420926,James Bond,Luke Skywalker
NLA2139899308,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 0A4,Assigned to Delivery Load,FALSE,1.366866,1,0,0,0.117145,Bugs Bunny,Luke Skywalker
NLA2139900012,Jupiter Shipping,M05,RNF01-K0J,Hercule Poirot,EGANVILLE,K0J 1T0,Assigned to Delivery Load,FALSE,2.932148,1,1,0,0.492366,Bugs Bunny,Luke Skywalker
NLA2139901528,Jupiter Shipping,M05,RNF30-K8H,Hercule Poirot,PETAWAWA,K8H 0H1,Assigned to Delivery Load,FALSE,9.3476,2,1,0,0.711774,Bugs Bunny,Luke Skywalker
NLA2139902454,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 1V3,Assigned to Delivery Load,FALSE,19.345564,2,1,1,1.685185,Bugs Bunny,Luke Skywalker
NLA2139902765,Jupiter Shipping,M05,RNF50-K7S,Hercule Poirot,ARNPRIOR,K7S 0C4,Assigned to Delivery Load,FALSE,3.29,2,2,0,0.995744,Bugs Bunny,Luke Skywalker
NLA2139903711,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 2Z2,Assigned to Delivery Load,FALSE,10.053079,2,1,1,2.08208,Bugs Bunny,Luke Skywalker
NLA2139904279,Jupiter Shipping,M05,MUS04-P0A,Optimus Prime,SUNDRIDGE,P0A 1Z0,Assigned to Delivery Load,FALSE,1.653467,1,1,0,0.341296,James Bond,Luke Skywalker
NLA2139905896,Jupiter Shipping,M05,MUS60-P2A,Tyrion Lannister,PARRY SOUND,P2A 2P8,Assigned to Delivery Load,FALSE,12.389979,1,1,1,0.57635,James Bond,Luke Skywalker
NLA2139906538,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 0A4,Assigned to Delivery Load,FALSE,6.393406,2,1,1,1.685185,Bugs Bunny,Luke Skywalker
NLA2139906621,Jupiter Shipping,M05,RNF21-K8A,Hercule Poirot,PEMBROKE,K8A 6W4,Assigned to Delivery Load,FALSE,8.090965,1,1,1,1.404215,Bugs Bunny,Luke Skywalker
NLA2139908438,Jupiter Shipping,M05,SMT122-K7H,Spongebob Squarepants,PERTH,K7H 3C9,Assigned to Delivery Load,FALSE,1.322774,1,1,1,0.27819,Bugs Bunny,Luke Skywalker
NLA2139909151,Jupiter Shipping,M05,RNF20-K8A,Hercule Poirot,PEMBROKE,K8A 8P3,Assigned to Delivery Load,FALSE,2.447131,2,1,0,0.526877,Bugs Bunny,Luke Skywalker
NLA2139909250,Jupiter Shipping,M05,COR171-K6A,Don Draper,HAWKESBURY,K6A 2N2,Assigned to Delivery Load,FALSE,15.939422,2,1,0,0.850662,Bugs Bunny,Luke Skywalker
NLA2139909282,Jupiter Shipping,M05,COR161-K0B,Don Draper,L'ORIGNAL,K0B 1K0,Assigned to Delivery Load,FALSE,1.014126,1,1,1,0.57635,Bugs Bunny,Luke Skywalker
NLA2139909334,Jupiter Shipping,M05,MUS60-P2A,Tyrion Lannister,SEGUIN,P2A 0B2,Assigned to Delivery Load,FALSE,1.267658,1,1,0,0.184107,James Bond,Luke Skywalker
NLA2139909458,Jupiter Shipping,M05,COR171-K0B,Don Draper,VANKLEEK HILL,K0B 1R0,Assigned to Delivery Load,FALSE,4.276968,3,1,1,0.761758,Bugs Bunny,Luke Skywalker
NLA2139910292,Jupiter Shipping,M05,RNF20-K8A,Hercule Poirot,PEMBROKE,K8A 6W7,Assigned to Delivery Load,FALSE,21.318701,1,1,1,1.019805,Bugs Bunny,Luke Skywalker
NLA2139910686,Jupiter Shipping,M05,MUS06-P0A,Optimus Prime,DWIGHT,P0A 1H0,Assigned to Delivery Load,FALSE,14.83711,1,1,0,0.346818,James Bond,Luke Skywalker
NLA2139910972,Jupiter Shipping,M05,RNF40-K7V,Daenerys Targaryen,RENFREW,K7V 1Z5,Assigned to Delivery Load,FALSE,1.047196,1,1,0,0.330847,Bugs Bunny,Luke Skywalker
NLA2139911094,Jupiter Shipping,M05,SMT111-K7A,Santa Claus,SMITH'S FALLS,K7A 3Z4,Assigned to Delivery Load,FALSE,3.902182,1,1,0,0.341105,Bugs Bunny,Luke Skywalker
